index,Rank,RatingTomatometer,Title,No. of Reviews,url,Year
31,32,82,Shadow of the Vampire,138,https://www.rottentomatoes.com/m/shadow_of_the_vampire,2000
32,33,86,Chunhyangdyun,42,https://www.rottentomatoes.com/m/chunhyangdyun_2000,2000
33,34,84,Chuck & Buck,88,https://www.rottentomatoes.com/m/chuck_and_buck,2000
34,35,83,The Original Kings of Comedy,103,https://www.rottentomatoes.com/m/original_kings_of_comedy,2000
35,36,82,Wonder Boys,125,https://www.rottentomatoes.com/m/wonder_boys,2000
36,37,85,Merci pour le chocolat,53,https://www.rottentomatoes.com/m/merci_pour_le_chocolat,2000
37,38,83,Love and Basketball,93,https://www.rottentomatoes.com/m/love_and_basketball,2000
38,39,84,George Washington,63,https://www.rottentomatoes.com/m/1097991-george_washington,2000
39,40,82,The House of Mirth,99,https://www.rottentomatoes.com/m/house_of_mirth,2000
40,41,82,Ghost Dog - The Way of the Samurai,96,https://www.rottentomatoes.com/m/ghost_dog_the_way_of_the_samurai,2000
41,42,81,Pollock,108,https://www.rottentomatoes.com/m/pollock,2000
42,43,77,Gladiator,199,https://www.rottentomatoes.com/m/gladiator,2000
43,44,79,Requiem for a Dream,138,https://www.rottentomatoes.com/m/requiem_for_a_dream,2000
44,45,83,Lakeboat,42,https://www.rottentomatoes.com/m/lakeboat,2000
45,46,79,Shanghai Noon,134,https://www.rottentomatoes.com/m/shanghai_noon,2000
46,47,81,Fantasia 2000,85,https://www.rottentomatoes.com/m/fantasia_2000,2000
47,48,81,The Vertical Ray of the Sun (Mua he chieu thang dung),58,https://www.rottentomatoes.com/m/the_vertical_ray_of_the_sun,2000
48,49,77,"O Brother, Where Art Thou?",151,https://www.rottentomatoes.com/m/o_brother_where_art_thou,2000
49,50,78,Space Cowboys,119,https://www.rottentomatoes.com/m/space_cowboys,2000
50,51,80,The Tao of Steve,49,https://www.rottentomatoes.com/m/tao_of_steve,2000
51,52,76,The Contender,130,https://www.rottentomatoes.com/m/1100998-contender,2000
52,53,77,The Virgin Suicides,100,https://www.rottentomatoes.com/m/virgin_suicides,2000
53,54,75,Quills,126,https://www.rottentomatoes.com/m/quills,2000
54,55,78,Keep the River on Your Right,51,https://www.rottentomatoes.com/m/keep_the_river_on_your_right,2000
55,56,74,Finding Forrester,127,https://www.rottentomatoes.com/m/finding_forrester,2000
56,57,76,Rugrats in Paris - The Movie,74,https://www.rottentomatoes.com/m/rugrats_in_paris,2000
57,58,77,Tigerland,47,https://www.rottentomatoes.com/m/tigerland,2000
58,59,73,Remember the Titans,135,https://www.rottentomatoes.com/m/remember_the_titans,2000
59,60,70,Unbreakable,173,https://www.rottentomatoes.com/m/unbreakable,2000
60,61,75,Code Unknown (Code inconnu: Récit incomplet de divers voyages),51,https://www.rottentomatoes.com/m/code_unknown,2000
61,62,74,Sunshine,65,https://www.rottentomatoes.com/m/1097859-sunshine,2000
62,63,73,My Dog Skip,82,https://www.rottentomatoes.com/m/my_dog_skip,2000
63,64,73,The Big Kahuna,79,https://www.rottentomatoes.com/m/the_big_kahuna,2000
64,65,69,American Psycho,150,https://www.rottentomatoes.com/m/american_psycho,2000
65,66,70,Frequency,125,https://www.rottentomatoes.com/m/frequency,2000
66,67,68,Charlie's Angels,146,https://www.rottentomatoes.com/m/charlies_angels,2000
67,68,69,Dancer in the Dark,121,https://www.rottentomatoes.com/m/dancer_in_the_dark,2000
68,69,69,Keeping the Faith,118,https://www.rottentomatoes.com/m/keeping_the_faith,2000
69,70,71,Gangster No. 1,52,https://www.rottentomatoes.com/m/gangster-no-1,2000
70,71,71,Shadow Magic,49,https://www.rottentomatoes.com/m/shadow_magic,2000
71,72,68,U-571,115,https://www.rottentomatoes.com/m/u571,2000
72,73,70,Grateful Dawg,43,https://www.rottentomatoes.com/m/grateful_dawg,2000
73,74,68,Timecode,81,https://www.rottentomatoes.com/m/timecode,2000
74,75,66,Shaft,116,https://www.rottentomatoes.com/m/1098038-shaft,2000
75,76,68,About Adam,57,https://www.rottentomatoes.com/m/about_adam,2000
76,77,66,Boiler Room,101,https://www.rottentomatoes.com/m/1095081-boiler_room,2000
77,78,66,Small Time Crooks,100,https://www.rottentomatoes.com/m/small_time_crooks,2000
78,79,64,Dinosaur,123,https://www.rottentomatoes.com/m/1097046-dinosaur,2000
79,80,64,The Yards,97,https://www.rottentomatoes.com/m/yards,2000
80,81,63,Bring It On,120,https://www.rottentomatoes.com/m/bring_it_on,2000
81,82,64,Anywhere but Here,89,https://www.rottentomatoes.com/m/anywhere_but_here,2000
82,83,62,Chocolat,117,https://www.rottentomatoes.com/m/chocolat,2000
83,84,63,Saving Grace,89,https://www.rottentomatoes.com/m/1099492-saving_grace,2000
84,85,61,The Patriot,135,https://www.rottentomatoes.com/m/1098149-patriot,2000
85,86,63,Der Krieger und die Kaiserin (The Princess and the Warrior),83,https://www.rottentomatoes.com/m/princess_and_the_warrior,2000
86,87,62,Return to Me,99,https://www.rottentomatoes.com/m/return_to_me,2000
87,88,63,Wonderland,70,https://www.rottentomatoes.com/m/wonderland_2000,2000
88,89,62,The Claim,85,https://www.rottentomatoes.com/m/claim,2000
89,90,62,The Tigger Movie,74,https://www.rottentomatoes.com/m/the-tigger-movie,2000
90,91,60,Pitch Black,112,https://www.rottentomatoes.com/m/pitch_black,2000
91,92,57,Mission: Impossible 2,151,https://www.rottentomatoes.com/m/mission_impossible_2,2000
92,93,61,Kikujiro,51,https://www.rottentomatoes.com/m/kikujiro,2000
93,94,59,Hamlet,93,https://www.rottentomatoes.com/m/1097245-hamlet,2000
94,95,61,Alice et Martin,44,https://www.rottentomatoes.com/m/alice_et_martin,2000
95,96,57,The Gift,122,https://www.rottentomatoes.com/m/1103231-gift,2000
96,97,58,Road Trip,92,https://www.rottentomatoes.com/m/1097259-road_trip,2000
97,98,57,Dr. T and the Women,109,https://www.rottentomatoes.com/m/dr_t_and_the_women,2000
98,99,57,Godzilla 2000,69,https://www.rottentomatoes.com/m/godzilla_2000,2000
99,100,57,Groove,51,https://www.rottentomatoes.com/m/groove,2000
0,1,96,"Monsters, Inc.",197,https://www.rottentomatoes.com/m/monsters_inc,2001
1,2,97,"Crouching Tiger, Hidden Dragon",157,https://www.rottentomatoes.com/m/crouching_tiger_hidden_dragon,2001
2,3,91,The Lord of the Rings: The Fellowship of the Ring,233,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_fellowship_of_the_ring,2001
3,4,96,The Dish,99,https://www.rottentomatoes.com/m/dish,2001
4,5,96,With a Friend like Harry...,93,https://www.rottentomatoes.com/m/with_a_friend_like_harry,2001
5,6,98,Werckmeister Harmonies,40,https://www.rottentomatoes.com/m/werckmeister_harmonies,2001
6,7,96,Time Out (L' Emploi du temps),85,https://www.rottentomatoes.com/m/time-out-l-emploi-du-temps,2001
7,8,93,Ghost World,161,https://www.rottentomatoes.com/m/ghost_world,2001
8,9,93,In the Bedroom,138,https://www.rottentomatoes.com/m/in_the_bedroom,2001
9,10,96,I'm Going Home,55,https://www.rottentomatoes.com/m/im_going_home,2001
10,11,93,Spy Kids,128,https://www.rottentomatoes.com/m/spy_kids,2001
11,12,95,The Endurance,65,https://www.rottentomatoes.com/m/the-endurance,2001
12,13,92,Y Tu Mama Tambien,139,https://www.rottentomatoes.com/m/y_tu_mama_tambien,2001
13,14,95,Lagaan: Once Upon a Time in India,60,https://www.rottentomatoes.com/m/lagaan_once_upon_a_time_in_india,2001
14,15,93,No Man's Land,98,https://www.rottentomatoes.com/m/no_mans_land,2001
15,16,94,Last Resort,70,https://www.rottentomatoes.com/m/last_resort_2001,2001
16,17,93,Startup.com,94,https://www.rottentomatoes.com/m/startupcom,2001
17,18,92,The Devil's Backbone (El Espinazo del diablo),119,https://www.rottentomatoes.com/m/devils_backbone,2001
18,19,92,Amores Perros,118,https://www.rottentomatoes.com/m/amores_perros,2001
19,20,92,Hedwig and the Angry Inch,115,https://www.rottentomatoes.com/m/hedwig_and_the_angry_inch,2001
20,21,94,The Circle (Dayereh),63,https://www.rottentomatoes.com/m/the_circle_2001,2001
21,22,93,Apocalypse Now Redux,83,https://www.rottentomatoes.com/m/apocalypse_now_redux_2001,2001
22,23,89,Amélie,184,https://www.rottentomatoes.com/m/amelie,2001
23,24,88,Shrek,206,https://www.rottentomatoes.com/m/shrek,2001
24,25,93,Sous le sable (Under the Sand),73,https://www.rottentomatoes.com/m/under_the_sand,2001
25,26,92,Dogtown and Z-Boys,98,https://www.rottentomatoes.com/m/dogtown_and_zboys,2001
26,27,92,Mostly Martha (Bella Martha),86,https://www.rottentomatoes.com/m/mostly_martha,2001
27,28,93,Millennium Actress (Sennen joyû),56,https://www.rottentomatoes.com/m/millennium_actress_2001,2001
28,29,90,In the Mood for Love,129,https://www.rottentomatoes.com/m/in_the_mood_for_love_2001,2001
29,30,91,Iron Monkey,96,https://www.rottentomatoes.com/m/1075984-iron_monkey,2001
30,31,93,The Gleaners and I,43,https://www.rottentomatoes.com/m/the_gleaners_and_i,2001
31,32,90,Together,81,https://www.rottentomatoes.com/m/together_2001,2001
32,33,91,Our Song,55,https://www.rottentomatoes.com/m/our_song,2001
33,34,89,Kandahar: Le soleil derrière la lune,99,https://www.rottentomatoes.com/m/kandahar_le_soleil_derriere_la_lune,2001
34,35,91,Dinner Rush,45,https://www.rottentomatoes.com/m/dinner_rush,2001
35,36,91,Eureka,43,https://www.rottentomatoes.com/m/eureka_2001,2001
36,37,90,Divided We Fall,62,https://www.rottentomatoes.com/m/divided_we_fall,2001
37,38,86,Gosford Park,160,https://www.rottentomatoes.com/m/gosford_park,2001
38,39,89,The Road Home (Wo de fu qin mu qin),80,https://www.rottentomatoes.com/m/1108624-road_home,2001
39,40,90,Life And Debt,42,https://www.rottentomatoes.com/m/life_and_debt,2001
40,41,89,Trembling Before G-d,62,https://www.rottentomatoes.com/m/trembling-before-gd,2001
41,42,88,Italian for Beginners,86,https://www.rottentomatoes.com/m/italian_for_beginners,2001
42,43,89,Ginger Snaps,57,https://www.rottentomatoes.com/m/ginger_snaps,2001
43,44,89,101 Reykjavik,47,https://www.rottentomatoes.com/m/101_reykjavik,2001
44,45,89,Comment j'ai tué mon père (My Father and I),44,https://www.rottentomatoes.com/m/how_i_killed_my_father,2001
45,46,86,Donnie Darko,117,https://www.rottentomatoes.com/m/donnie_darko,2001
46,47,88,Roozi ke zan shodam (The Day I Became a Woman),58,https://www.rottentomatoes.com/m/day_i_became_a_woman,2001
47,48,83,Mulholland Drive,180,https://www.rottentomatoes.com/m/mulholland_dr,2001
48,49,83,Ocean's Eleven,178,https://www.rottentomatoes.com/m/oceans_eleven,2001
49,50,88,La Cienaga,43,https://www.rottentomatoes.com/m/la_cienaga,2001
50,51,83,The Others,165,https://www.rottentomatoes.com/m/1109257-others,2001
51,52,86,Va Savoir,78,https://www.rottentomatoes.com/m/va_savoir,2001
52,53,85,Nowhere in Africa (Nirgendwo in Afrika),99,https://www.rottentomatoes.com/m/nowhere-in-africa,2001
53,54,87,Calle 54,47,https://www.rottentomatoes.com/m/calle_54,2001
54,55,81,Harry Potter and the Sorcerer's Stone,201,https://www.rottentomatoes.com/m/harry_potter_and_the_sorcerers_stone,2001
55,56,86,Faithless,71,https://www.rottentomatoes.com/m/faithless_2001,2001
56,57,85,The Closet (Le Placard),80,https://www.rottentomatoes.com/m/closet,2001
57,58,83,Thirteen Conversations About One Thing,115,https://www.rottentomatoes.com/m/thirteen_conversations_about_one_thing,2001
58,59,84,L.I.E.,85,https://www.rottentomatoes.com/m/1106648-lie,2001
59,60,85,Rain,59,https://www.rottentomatoes.com/m/1111741-rain,2001
60,61,81,The Man Who Wasn't There,159,https://www.rottentomatoes.com/m/man_who_wasnt_there,2001
61,62,85,Ni na bian ji dian (What Time Is It Over There?),53,https://www.rottentomatoes.com/m/what_time_is_it_there,2001
62,63,81,Waking Life,145,https://www.rottentomatoes.com/m/waking_life,2001
63,64,82,The Deep End,119,https://www.rottentomatoes.com/m/deep_end,2001
64,65,85,Go Tigers!,40,https://www.rottentomatoes.com/m/go_tigers,2001
65,66,80,Bridget Jones's Diary,161,https://www.rottentomatoes.com/m/bridget_jones_diary,2001
66,67,84,Little Otik,44,https://www.rottentomatoes.com/m/little_otik,2001
67,68,81,The Business of Strangers,94,https://www.rottentomatoes.com/m/business_of_strangers,2001
68,69,81,Innocence,75,https://www.rottentomatoes.com/m/innocence2000,2001
69,70,76,Moulin Rouge!,199,https://www.rottentomatoes.com/m/moulin_rouge_2001,2001
70,71,81,Diamond Men,63,https://www.rottentomatoes.com/m/diamond_men,2001
71,72,81,Lumumba,59,https://www.rottentomatoes.com/m/lumumba,2001
72,73,79,Iris,110,https://www.rottentomatoes.com/m/1111227-iris,2001
73,74,81,Jump Tomorrow,54,https://www.rottentomatoes.com/m/jump_tomorrow,2001
74,75,78,The Pledge,124,https://www.rottentomatoes.com/m/1104203-pledge,2001
75,76,76,Black Hawk Down,173,https://www.rottentomatoes.com/m/black_hawk_down,2001
76,77,74,A Beautiful Mind,213,https://www.rottentomatoes.com/m/beautiful_mind,2001
77,78,74,A.I. Artificial Intelligence,194,https://www.rottentomatoes.com/m/ai_artificial_intelligence,2001
78,79,77,The Tailor of Panama,116,https://www.rottentomatoes.com/m/tailor_of_panama,2001
79,80,77,Tape,100,https://www.rottentomatoes.com/m/tape,2001
80,81,75,The Cat's Meow,126,https://www.rottentomatoes.com/m/cats_meow,2001
81,82,77,Our Lady of the Assassins,62,https://www.rottentomatoes.com/m/our_lady_of_the_assassins,2001
82,83,73,Training Day,160,https://www.rottentomatoes.com/m/training_day,2001
83,84,73,Snatch,142,https://www.rottentomatoes.com/m/snatch,2001
84,85,74,Joy Ride,114,https://www.rottentomatoes.com/m/joy_ride,2001
85,86,73,The Score,128,https://www.rottentomatoes.com/m/1108799-score,2001
86,87,73,Brotherhood of the Wolf,121,https://www.rottentomatoes.com/m/brotherhood_of_the_wolf,2001
87,88,73,Buffalo Soldiers,115,https://www.rottentomatoes.com/m/buffalo_soldiers,2001
88,89,74,Songcatcher,88,https://www.rottentomatoes.com/m/songcatcher,2001
89,90,74,Fat Girl,87,https://www.rottentomatoes.com/m/fat_girl,2001
90,91,75,Me You Them,56,https://www.rottentomatoes.com/m/me_you_them,2001
91,92,74,Jimmy Neutron - Boy Genius,76,https://www.rottentomatoes.com/m/jimmy_neutron_boy_genius,2001
92,93,73,Before Night Falls,98,https://www.rottentomatoes.com/m/before_night_falls,2001
93,94,74,Tortilla Soup,72,https://www.rottentomatoes.com/m/tortilla_soup,2001
94,95,73,The Piano Teacher (La Pianiste),89,https://www.rottentomatoes.com/m/piano_teacher,2001
95,96,74,Behind the Sun,46,https://www.rottentomatoes.com/m/behind_the_sun,2001
96,97,70,Legally Blonde,147,https://www.rottentomatoes.com/m/legally_blonde,2001
97,98,71,Made,107,https://www.rottentomatoes.com/m/made,2001
98,99,72,Chopper,69,https://www.rottentomatoes.com/m/chopper,2001
99,100,71,Baby Boy,92,https://www.rottentomatoes.com/m/baby_boy,2001
0,1,95,The Lord of the Rings: The Two Towers,255,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_two_towers,2002
1,2,97,Spirited Away,188,https://www.rottentomatoes.com/m/spirited_away,2002
2,3,96,Catch Me If You Can,202,https://www.rottentomatoes.com/m/catch_me_if_you_can,2002
3,4,97,Spellbound,139,https://www.rottentomatoes.com/m/1122382-spellbound,2002
4,5,99,Rivers and Tides: Andy Goldsworthy Working With Time,71,https://www.rottentomatoes.com/m/rivers_and_tides_andy_goldsworthy_working_with_time,2002
5,6,98,The Man Without a Past,99,https://www.rottentomatoes.com/m/man_without_a_past,2002
6,7,95,The Pianist,182,https://www.rottentomatoes.com/m/pianist,2002
7,8,95,Bowling for Columbine,172,https://www.rottentomatoes.com/m/bowling_for_columbine,2002
8,9,97,Read My Lips,96,https://www.rottentomatoes.com/m/read_my_lips,2002
9,10,93,About a Boy,187,https://www.rottentomatoes.com/m/about_a_boy,2002
10,11,95,Monsoon Wedding,123,https://www.rottentomatoes.com/m/monsoon_wedding,2002
11,12,92,Insomnia,203,https://www.rottentomatoes.com/m/1114154-insomnia,2002
12,13,90,Minority Report,253,https://www.rottentomatoes.com/m/minority_report,2002
13,14,90,Spider-Man,246,https://www.rottentomatoes.com/m/spiderman,2002
14,15,91,Adaptation,210,https://www.rottentomatoes.com/m/1118700-adaptation,2002
15,16,96,Promises,47,https://www.rottentomatoes.com/m/promises,2002
16,17,95,The Trials of Henry Kissinger,58,https://www.rottentomatoes.com/m/trials_of_henry_kissinger,2002
17,18,95,Open Hearts (Elsker Dig For Evigt),57,https://www.rottentomatoes.com/m/open_hearts,2002
18,19,92,Talk to Her,134,https://www.rottentomatoes.com/m/talk_to_her,2002
19,20,94,Infernal Affairs (Mou gaan dou),63,https://www.rottentomatoes.com/m/infernal_affairs,2002
20,21,92,Bloody Sunday,105,https://www.rottentomatoes.com/m/bloody_sunday,2002
21,22,93,Broken Wings (Knafayim Shvurot),68,https://www.rottentomatoes.com/m/broken_wings_2002,2002
22,23,92,Nine Queens (Nueve reinas),95,https://www.rottentomatoes.com/m/nine_queens,2002
23,24,91,The Kid Stays in the Picture,112,https://www.rottentomatoes.com/m/kid_stays_in_the_picture,2002
24,25,86,Chicago,257,https://www.rottentomatoes.com/m/chicago,2002
25,26,93,Scratch,46,https://www.rottentomatoes.com/m/scratch_2002,2002
26,27,91,Atanarjuat: The Fast Runner (Atanarjuat),98,https://www.rottentomatoes.com/m/atanarjuat_the_fast_runner_2002,2002
27,28,91,Standing in the Shadows of Motown,93,https://www.rottentomatoes.com/m/standing_in_the_shadows_of_motown,2002
28,29,92,Alias Betty (Betty Fisher and Other Stories)(Betty Fisher et autres histoires),51,https://www.rottentomatoes.com/m/alias_betty,2002
29,30,90,Lantana,107,https://www.rottentomatoes.com/m/lantana,2002
30,31,90,Russian Ark,106,https://www.rottentomatoes.com/m/russian_ark,2002
31,32,91,The Weather Underground,58,https://www.rottentomatoes.com/m/the_weather_underground,2002
32,33,91,Murderous Maids,53,https://www.rottentomatoes.com/m/murderous_maids,2002
33,34,91,The Girl From Paris,44,https://www.rottentomatoes.com/m/the_girl_from_paris,2002
34,35,91,The Cockettes,43,https://www.rottentomatoes.com/m/cockettes,2002
35,36,88,Roger Dodger,123,https://www.rottentomatoes.com/m/roger_dodger,2002
36,37,85,About Schmidt,203,https://www.rottentomatoes.com/m/about_schmidt,2002
37,38,87,Rabbit-Proof Fence,142,https://www.rottentomatoes.com/m/rabbitproof_fence,2002
38,39,89,Baran,62,https://www.rottentomatoes.com/m/baran,2002
39,40,86,Lilo & Stitch,148,https://www.rottentomatoes.com/m/lilo_and_stitch,2002
40,41,88,Late Marriage,64,https://www.rottentomatoes.com/m/late_marriage,2002
41,42,86,Lovely & Amazing,124,https://www.rottentomatoes.com/m/lovely_and_amazing,2002
42,43,88,I Am Trying to Break Your Heart,60,https://www.rottentomatoes.com/m/i_am_trying_to_break_your_heart,2002
43,44,82,Harry Potter and the Chamber of Secrets,239,https://www.rottentomatoes.com/m/harry_potter_and_the_chamber_of_secrets,2002
44,45,85,Monster's Ball,143,https://www.rottentomatoes.com/m/monsters_ball,2002
45,46,85,Spider,136,https://www.rottentomatoes.com/m/1120292-spider,2002
46,47,83,The Bourne Identity,192,https://www.rottentomatoes.com/m/bourne_identity,2002
47,48,86,24 Hour Party People,100,https://www.rottentomatoes.com/m/24_hour_party_people,2002
48,49,84,Narc,158,https://www.rottentomatoes.com/m/narc,2002
49,50,84,The Rookie,155,https://www.rottentomatoes.com/m/1112954-rookie,2002
50,51,86,Blind Spot: Hitler's Secretary,85,https://www.rottentomatoes.com/m/blind_spot_hitlers_secretary,2002
51,52,87,Lawless Heart,53,https://www.rottentomatoes.com/m/lawless_heart,2002
52,53,82,One Hour Photo,200,https://www.rottentomatoes.com/m/one_hour_photo,2002
53,54,86,Metropolis,66,https://www.rottentomatoes.com/m/metropolis_2002,2002
54,55,81,Road to Perdition,216,https://www.rottentomatoes.com/m/road_to_perdition,2002
55,56,86,Son of the Bride,57,https://www.rottentomatoes.com/m/son_of_the_bride,2002
56,57,85,La Stanza del Figlio (The Son's Room),85,https://www.rottentomatoes.com/m/la_stanza_del_figlio,2002
57,58,86,Springtime in a Small Town (Xiao cheng zhi chun),44,https://www.rottentomatoes.com/m/springtime-in-a-small-town,2002
58,59,82,The Good Girl,157,https://www.rottentomatoes.com/m/good_girl,2002
59,60,83,Barbershop,126,https://www.rottentomatoes.com/m/barbershop,2002
60,61,83,Kissing Jessica Stein,120,https://www.rottentomatoes.com/m/kissing_jessica_stein,2002
61,62,80,The Royal Tenenbaums,210,https://www.rottentomatoes.com/m/the_royal_tenenbaums,2002
62,63,85,Elling,59,https://www.rottentomatoes.com/m/elling,2002
63,64,84,Real Women Have Curves,87,https://www.rottentomatoes.com/m/real_women_have_curves,2002
64,65,84,Morvern Callar,81,https://www.rottentomatoes.com/m/morvern_callar,2002
65,66,80,The Hours,194,https://www.rottentomatoes.com/m/hours,2002
66,67,84,Margaret Cho - Notorious C.H.O.,68,https://www.rottentomatoes.com/m/margaret-cho-notorious-cho,2002
67,68,83,The Believer,93,https://www.rottentomatoes.com/m/the_believer,2002
68,69,79,Punch-Drunk Love,194,https://www.rottentomatoes.com/m/punchdrunk_love,2002
69,70,81,Stuart Little 2,124,https://www.rottentomatoes.com/m/stuart_little_2,2002
70,71,82,All or Nothing,92,https://www.rottentomatoes.com/m/1117377-all_or_nothing,2002
71,72,83,Pauline & Paulette,54,https://www.rottentomatoes.com/m/pauline_and_paulette,2002
72,73,82,Drumline,84,https://www.rottentomatoes.com/m/drumline,2002
73,74,83,Satin Rouge,47,https://www.rottentomatoes.com/m/satin_rouge,2002
74,75,81,Better Luck Tomorrow,106,https://www.rottentomatoes.com/m/better_luck_tomorrow,2002
75,76,79,Antwone Fisher,151,https://www.rottentomatoes.com/m/antwone_fisher,2002
76,77,82,Secret Ballot,57,https://www.rottentomatoes.com/m/secret_ballot,2002
77,78,80,Sunshine State,109,https://www.rottentomatoes.com/m/sunshine_state,2002
78,79,82,Gigantic,45,https://www.rottentomatoes.com/m/gigantic,2002
79,80,79,8 Women (8 Femmes),125,https://www.rottentomatoes.com/m/8_women,2002
80,81,80,The Wild Thornberrys Movie,89,https://www.rottentomatoes.com/m/wild_thornberrys_movie,2002
81,82,81,Tully,53,https://www.rottentomatoes.com/m/tully,2002
82,83,77,Ice Age,167,https://www.rottentomatoes.com/m/ice_age,2002
83,84,81,Shanghai Ghetto,43,https://www.rottentomatoes.com/m/shanghai_ghetto,2002
84,85,78,Nicholas Nickleby,128,https://www.rottentomatoes.com/m/nicholas_nickleby_2002,2002
85,86,75,8 Mile,213,https://www.rottentomatoes.com/m/8_mile,2002
86,87,77,Changing Lanes,151,https://www.rottentomatoes.com/m/changing_lanes,2002
87,88,79,Last Orders,89,https://www.rottentomatoes.com/m/last_orders,2002
88,89,74,Signs,236,https://www.rottentomatoes.com/m/signs,2002
89,90,78,Tadpole,107,https://www.rottentomatoes.com/m/tadpole,2002
90,91,80,Warm Water Under a Red Bridge (Akai Hashi No Shita Noo Nurui Mizu),44,https://www.rottentomatoes.com/m/warm_water_under_a_red_bridge,2002
91,92,77,Undercover Brother,130,https://www.rottentomatoes.com/m/undercover_brother,2002
92,93,76,Secretary,156,https://www.rottentomatoes.com/m/secretary,2002
93,94,75,Panic Room,186,https://www.rottentomatoes.com/m/panic_room,2002
94,95,77,The Dangerous Lives of Altar Boys,111,https://www.rottentomatoes.com/m/dangerous_lives_of_altar_boys,2002
95,96,79,Biggie and Tupac,48,https://www.rottentomatoes.com/m/biggie_and_tupac,2002
96,97,76,Igby Goes Down,135,https://www.rottentomatoes.com/m/igby_goes_down,2002
97,98,76,My Big Fat Greek Wedding,129,https://www.rottentomatoes.com/m/my_big_fat_greek_wedding,2002
98,99,75,Frida,158,https://www.rottentomatoes.com/m/frida,2002
99,100,73,Gangs of New York,211,https://www.rottentomatoes.com/m/gangs_of_new_york,2002
0,1,99,Finding Nemo,266,https://www.rottentomatoes.com/m/finding_nemo,2003
1,2,95,Lost In Translation,233,https://www.rottentomatoes.com/m/lost_in_translation,2003
2,3,93,The Lord of the Rings: The Return of the King,275,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_return_of_the_king,2003
3,4,97,Capturing the Friedmans,153,https://www.rottentomatoes.com/m/capturing_the_friedmans,2003
4,5,96,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,142,https://www.rottentomatoes.com/m/the_fog_of_war_eleven_lessons_from_the_life_of_robert_s_mcnamara,2003
5,6,94,American Splendor,186,https://www.rottentomatoes.com/m/american_splendor,2003
6,7,97,Sweet Sixteen,88,https://www.rottentomatoes.com/m/sweet_sixteen,2003
7,8,96,Raising Victor Vargas,110,https://www.rottentomatoes.com/m/raising_victor_vargas,2003
8,9,97,Bus 174 (Ônibus 174),78,https://www.rottentomatoes.com/m/bus_174,2003
9,10,98,Chavez: Inside the Coup,47,https://www.rottentomatoes.com/m/chavez_inside_the_coup,2003
10,11,95,Winged Migration,133,https://www.rottentomatoes.com/m/winged_migration,2003
11,12,94,The Station Agent,159,https://www.rottentomatoes.com/m/station_agent,2003
12,13,94,The Triplets of Belleville,150,https://www.rottentomatoes.com/m/the_triplets_of_belleville,2003
13,14,97,To Be and to Have (Etre et Avoir),59,https://www.rottentomatoes.com/m/to_be_and_to_have,2003
14,15,94,Dirty Pretty Things,142,https://www.rottentomatoes.com/m/dirty_pretty_things,2003
15,16,96,Festival Express,80,https://www.rottentomatoes.com/m/festival_express,2003
16,17,91,School of Rock,199,https://www.rottentomatoes.com/m/school_of_rock,2003
17,18,92,Shattered Glass,167,https://www.rottentomatoes.com/m/shattered_glass,2003
18,19,96,Los Angeles Plays Itself,45,https://www.rottentomatoes.com/m/los_angeles_plays_itself,2003
19,20,94,Lost in La Mancha,101,https://www.rottentomatoes.com/m/lost_in_la_mancha,2003
20,21,94,"Spring, Summer, Fall, Winter...and Spring",100,https://www.rottentomatoes.com/m/spring_summer_fall_winterand_spring,2003
21,22,91,Cidade de Deus (City of God),162,https://www.rottentomatoes.com/m/city_of_god,2003
22,23,91,Whale Rider,155,https://www.rottentomatoes.com/m/whale_rider,2003
23,24,94,The Best of Youth (La meglio gioventù),63,https://www.rottentomatoes.com/m/best_of_youth,2003
24,25,94,Memories of Murder,62,https://www.rottentomatoes.com/m/memories_of_murder_2003,2003
25,26,91,The Magdalene Sisters,149,https://www.rottentomatoes.com/m/magdalene_sisters,2003
26,27,92,The Man on the Train (L'homme du train),115,https://www.rottentomatoes.com/m/the_man_on_the_train,2003
27,28,94,Alien: The Director's Cut,49,https://www.rottentomatoes.com/m/alien_the_directors_cut_2007,2003
28,29,88,Far From Heaven,220,https://www.rottentomatoes.com/m/far_from_heaven,2003
29,30,89,In America,177,https://www.rottentomatoes.com/m/in_america,2003
30,31,88,Mystic River,206,https://www.rottentomatoes.com/m/mystic_river,2003
31,32,87,28 Days Later,232,https://www.rottentomatoes.com/m/28_days_later,2003
32,33,91,Baadasssss!,109,https://www.rottentomatoes.com/m/baadasssss,2003
33,34,91,Saraband,85,https://www.rottentomatoes.com/m/saraband,2003
34,35,91,Stevie,75,https://www.rottentomatoes.com/m/stevie,2003
35,36,90,I'm Not Scared (Io non ho paura),100,https://www.rottentomatoes.com/m/im_not_scared,2003
36,37,85,X2: X-Men United,246,https://www.rottentomatoes.com/m/x2_xmen_united,2003
37,38,88,Freaky Friday,155,https://www.rottentomatoes.com/m/freaky_friday,2003
38,39,85,Kill Bill: Volume 1,237,https://www.rottentomatoes.com/m/kill_bill_vol_1,2003
39,40,87,A Mighty Wind,175,https://www.rottentomatoes.com/m/mighty_wind,2003
